gene,stratum,perc_id_hp,block,layer,n_layers,representation,condition,gen_bp,n_samples,v_norm,q_loo,alpha_own,aa_id_to_target,nt_id_to_target,indel_bp,indel_events,n_stop_codons,premature_stop,temperature,top_k,n_voting_species,pct_diagnostic_correct,n_diagnostic_scorable,pct_private_bp_correct,n_private_bp_scorable
ENSG00000127837,3,82.4885,2552,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6318}","{""27"": 5.248}","{""27"": 0.9319}",13.884,44.282,67.2,30.6,6.4,0.4,,,21.0,43.18840579710145,207.0,36.11111111111112,72.0
ENSG00000217930,4,91.2,6707,none,0,cds_mean,unsteered,288,7,"{""27"": 5.6362}","{""27"": 3.4665}","{""27"": 0.615}",89.28285714285714,81.25,0.0,0.0,1.0,0.0,,,7.0,21.307506053268764,59.0,3.571428571428572,20.0
ENSG00000217930,4,91.2,6707,blocks.27,1,cds_mean,add_a1.0,288,7,"{""27"": 5.6362}","{""27"": 3.4665}","{""27"": 0.615}",83.77857142857144,78.42285714285715,0.0,0.0,0.5714285714285714,0.0,,,7.0,25.423728813559325,59.0,6.428571428571429,20.0
ENSG00000217930,4,91.2,6707,blocks.27,1,cds_mean,add_own,288,7,"{""27"": 5.6362}","{""27"": 3.4665}","{""27"": 0.615}",86.60571428571428,79.86142857142856,0.0,0.0,0.8571428571428571,0.0,,,7.0,23.486682808716704,59.0,6.428571428571429,20.0
ENSG00000217930,4,91.2,6707,blocks.27,1,cds_mean,random_a1.0,288,7,"{""27"": 5.6362}","{""27"": 3.4665}","{""27"": 0.615}",78.42142857142858,75.88857142857144,1.7142857142857142,1.1428571428571428,0.8571428571428571,0.1428571428571428,,,7.0,22.033898305084744,59.0,8.571428571428571,20.0
ENSG00000124688,0,61.6788,2408,none,0,cds_mean,unsteered,693,5,"{""27"": 5.6227}","{""27"": 8.8417}","{""27"": 1.5725}",10.428,38.52,47.2,19.8,0.4,0.4,,,18.0,35.1,200.0,33.63636363636364,66.0
ENSG00000124688,0,61.6788,2408,blocks.27,1,cds_mean,add_a1.0,693,5,"{""27"": 5.6227}","{""27"": 8.8417}","{""27"": 1.5725}",11.062,41.43,52.4,21.8,0.8,0.6,,,18.0,41.6,200.0,43.03030303030303,66.0
ENSG00000124688,0,61.6788,2408,blocks.27,1,cds_mean,add_own,693,5,"{""27"": 5.6227}","{""27"": 8.8417}","{""27"": 1.5725}",12.774,44.428,50.0,22.6,1.4,0.6,,,18.0,46.1,200.0,45.15151515151515,66.0
ENSG00000124688,0,61.6788,2408,blocks.27,1,cds_mean,random_a1.0,693,5,"{""27"": 5.6227}","{""27"": 8.8417}","{""27"": 1.5725}",11.92,40.006,47.2,23.2,4.8,0.6,,,18.0,37.4,200.0,41.21212121212121,66.0
ENSG00000147813,1,72.119,3795,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6311}","{""27"": 5.4898}","{""27"": 0.9749}",34.044,53.514,51.6,23.0,0.0,0.0,,,17.0,41.41592920353983,226.0,36.06060606060606,66.0
ENSG00000147813,1,72.119,3795,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6311}","{""27"": 5.4898}","{""27"": 0.9749}",29.876,52.088,43.6,24.4,0.0,0.0,,,17.0,42.30088495575221,226.0,35.75757575757576,66.0
ENSG00000147813,1,72.119,3795,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6311}","{""27"": 5.4898}","{""27"": 0.9749}",33.254000000000005,52.620000000000005,43.2,20.6,0.0,0.0,,,17.0,38.4070796460177,226.0,39.09090909090909,66.0
ENSG00000147813,1,72.119,3795,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6311}","{""27"": 5.4898}","{""27"": 0.9749}",33.364,52.926,44.4,22.8,0.0,0.0,,,17.0,39.91150442477876,226.0,35.757575757575765,66.0
ENSG00000183032,2,79.9331,5940,none,0,cds_mean,unsteered,810,5,"{""27"": 5.6355}","{""27"": 3.7514}","{""27"": 0.6657}",16.107999999999997,43.402,68.0,26.2,2.0,0.6,,,16.0,43.93939393939394,132.0,46.47058823529412,68.0
ENSG00000183032,2,79.9331,5940,blocks.27,1,cds_mean,add_a1.0,810,5,"{""27"": 5.6355}","{""27"": 3.7514}","{""27"": 0.6657}",14.372,40.962,46.8,23.8,0.8,0.4,,,16.0,44.54545454545455,132.0,48.82352941176471,68.0
ENSG00000183032,2,79.9331,5940,blocks.27,1,cds_mean,add_own,810,5,"{""27"": 5.6355}","{""27"": 3.7514}","{""27"": 0.6657}",14.844,42.716,62.4,28.0,6.2,0.8,,,16.0,44.54545454545455,132.0,41.17647058823529,68.0
ENSG00000183032,2,79.9331,5940,blocks.27,1,cds_mean,random_a1.0,810,5,"{""27"": 5.6355}","{""27"": 3.7514}","{""27"": 0.6657}",13.138,42.63,61.2,28.6,6.2,0.8,,,16.0,44.84848484848485,132.0,45.58823529411765,68.0
ENSG00000113595,3,87.4564,1824,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6255}","{""27"": 7.7234}","{""27"": 1.3729}",11.248,41.452,63.2,32.0,10.8,1.0,,,21.0,41.75925925925926,216.0,40.963855421686745,83.0
ENSG00000113595,3,87.4564,1824,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6255}","{""27"": 7.7234}","{""27"": 1.3729}",10.978,44.358,62.8,32.6,2.2,0.4,,,21.0,51.11111111111112,216.0,53.97590361445784,83.0
ENSG00000113595,3,87.4564,1824,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6255}","{""27"": 7.7234}","{""27"": 1.3729}",11.462,41.816,56.0,27.2,9.0,0.8,,,21.0,50.46296296296296,216.0,55.42168674698795,83.0
ENSG00000113595,3,87.4564,1824,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6255}","{""27"": 7.7234}","{""27"": 1.3729}",11.082,41.474,60.4,29.2,7.4,0.8,,,21.0,42.5925925925926,216.0,42.40963855421687,83.0
ENSG00000169744,4,97.8552,5221,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.637}","{""27"": 3.1736}","{""27"": 0.563}",11.55,42.088,70.0,34.0,16.4,0.8,,,19.0,37.38317757009346,107.0,40.0,21.0
ENSG00000169744,4,97.8552,5221,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.637}","{""27"": 3.1736}","{""27"": 0.563}",10.698,42.11,66.8,32.8,6.6,0.6,,,19.0,40.74766355140187,107.0,39.04761904761904,21.0
ENSG00000169744,4,97.8552,5221,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.637}","{""27"": 3.1736}","{""27"": 0.563}",11.732,42.57,62.8,33.6,2.0,0.6,,,19.0,43.55140186915888,107.0,48.57142857142857,21.0
ENSG00000169744,4,97.8552,5221,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.637}","{""27"": 3.1736}","{""27"": 0.563}",10.012,43.302,66.4,33.6,17.6,1.0,,,19.0,46.16822429906542,107.0,47.61904761904761,21.0
ENSG00000205177,0,54.4041,6588,none,0,cds_mean,unsteered,363,5,"{""27"": 5.631}","{""27"": 5.544}","{""27"": 0.9845}",11.962,44.13,18.0,9.4,0.2,0.2,,,18.0,43.12138728323699,173.0,30.0,8.0
ENSG00000205177,0,54.4041,6588,blocks.27,1,cds_mean,add_a1.0,363,5,"{""27"": 5.631}","{""27"": 5.544}","{""27"": 0.9845}",13.35,46.762,27.6,11.8,0.2,0.2,,,18.0,42.19653179190751,173.0,27.5,8.0
ENSG00000205177,0,54.4041,6588,blocks.27,1,cds_mean,add_own,363,5,"{""27"": 5.631}","{""27"": 5.544}","{""27"": 0.9845}",11.168,44.396,24.4,12.2,0.0,0.0,,,18.0,42.54335260115607,173.0,27.5,8.0
ENSG00000205177,0,54.4041,6588,blocks.27,1,cds_mean,random_a1.0,363,5,"{""27"": 5.631}","{""27"": 5.544}","{""27"": 0.9845}",12.15,45.344,19.2,11.2,0.8,0.4,,,18.0,44.27745664739884,173.0,30.0,8.0
ENSG00000064309,1,68.75,3652,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6304}","{""27"": 5.7993}","{""27"": 1.03}",11.504,40.428,68.4,32.8,10.2,1.0,,,21.0,40.38338658146965,313.0,40.67415730337079,89.0
ENSG00000064309,1,68.75,3652,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6304}","{""27"": 5.7993}","{""27"": 1.03}",13.822,42.396,73.6,36.0,9.0,0.8,,,21.0,43.13099041533546,313.0,43.82022471910113,89.0
ENSG00000064309,1,68.75,3652,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6304}","{""27"": 5.7993}","{""27"": 1.03}",11.386,38.594,54.0,31.8,13.6,0.8,,,21.0,36.80511182108626,313.0,38.65168539325843,89.0
ENSG00000064309,1,68.75,3652,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6304}","{""27"": 5.7993}","{""27"": 1.03}",10.95,37.16,56.8,29.2,12.4,1.0,,,21.0,35.846645367412144,313.0,38.65168539325843,89.0
ENSG00000204859,2,79.5058,6577,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6343}","{""27"": 4.2478}","{""27"": 0.7539}",19.868,47.658,61.2,28.0,0.0,0.0,,,20.0,47.44769874476988,239.0,43.42857142857143,70.0
ENSG00000204859,2,79.5058,6577,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6343}","{""27"": 4.2478}","{""27"": 0.7539}",20.864,47.168,56.4,25.6,0.0,0.0,,,20.0,46.02510460251046,239.0,42.285714285714285,70.0
ENSG00000204859,2,79.5058,6577,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6343}","{""27"": 4.2478}","{""27"": 0.7539}",21.45,48.074,54.4,25.0,0.0,0.0,,,20.0,46.02510460251047,239.0,40.28571428571429,70.0
ENSG00000204859,2,79.5058,6577,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6343}","{""27"": 4.2478}","{""27"": 0.7539}",20.112,47.138,64.4,26.8,1.4,0.2,,,20.0,45.02092050209205,239.0,38.85714285714285,70.0
ENSG00000023318,3,85.7143,185,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6305}","{""27"": 5.7428}","{""27"": 1.0199}",10.222,42.256,59.6,33.0,17.0,1.0,,,18.0,40.98159509202454,163.0,41.70212765957447,47.0
ENSG00000023318,3,85.7143,185,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6305}","{""27"": 5.7428}","{""27"": 1.0199}",10.152,40.52,60.4,31.4,8.2,1.0,,,18.0,44.171779141104295,163.0,39.574468085106375,47.0
ENSG00000023318,3,85.7143,185,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6305}","{""27"": 5.7428}","{""27"": 1.0199}",10.276,40.836,72.8,34.2,5.2,1.0,,,18.0,48.58895705521472,163.0,48.51063829787235,47.0
ENSG00000023318,3,85.7143,185,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6305}","{""27"": 5.7428}","{""27"": 1.0199}",11.224,41.136,64.8,31.6,10.8,1.0,,,18.0,46.38036809815951,163.0,43.82978723404256,47.0
ENSG00000123395,4,91.2844,2343,none,0,cds_mean,unsteered,567,6,"{""27"": 5.6293}","{""27"": 6.2389}","{""27"": 1.1083}",9.678333333333333,42.77166666666667,40.333333333333336,20.166666666666668,7.0,0.8333333333333334,,,19.0,40.44444444444444,75.0,44.04761904761904,28.0
ENSG00000123395,4,91.2844,2343,blocks.27,1,cds_mean,add_a1.0,567,6,"{""27"": 5.6293}","{""27"": 6.2389}","{""27"": 1.1083}",10.886666666666663,45.56333333333333,31.33333333333333,16.5,1.0,0.6666666666666666,,,19.0,54.22222222222222,75.0,53.57142857142858,28.0
ENSG00000123395,4,91.2844,2343,blocks.27,1,cds_mean,add_own,567,6,"{""27"": 5.6293}","{""27"": 6.2389}","{""27"": 1.1083}",10.956666666666663,43.51333333333333,36.333333333333336,16.333333333333332,1.5,0.8333333333333334,,,19.0,51.11111111111112,75.0,47.023809523809526,28.0
ENSG00000123395,4,91.2844,2343,blocks.27,1,cds_mean,random_a1.0,567,6,"{""27"": 5.6293}","{""27"": 6.2389}","{""27"": 1.1083}",10.566666666666666,43.48333333333333,38.66666666666666,17.5,3.5,0.8333333333333334,,,19.0,45.11111111111112,75.0,46.42857142857142,28.0
ENSG00000144488,0,55.5224,3624,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6289}","{""27"": 6.3893}","{""27"": 1.1351}",30.778,51.358,69.6,25.6,1.6,0.4,,,18.0,38.35125448028674,279.0,24.444444444444446,18.0
ENSG00000144488,0,55.5224,3624,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6289}","{""27"": 6.3893}","{""27"": 1.1351}",21.438,47.668,65.2,29.8,0.4,0.4,,,18.0,39.78494623655914,279.0,34.44444444444444,18.0
ENSG00000144488,0,55.5224,3624,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6289}","{""27"": 6.3893}","{""27"": 1.1351}",22.878,48.056,51.2,25.8,0.0,0.0,,,18.0,39.42652329749104,279.0,25.555555555555557,18.0
ENSG00000144488,0,55.5224,3624,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6289}","{""27"": 6.3893}","{""27"": 1.1351}",24.136000000000003,47.996,66.0,28.8,1.2,0.2,,,18.0,41.935483870967744,279.0,36.66666666666667,18.0
ENSG00000010292,1,69.6645,114,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6251}","{""27"": 7.9007}","{""27"": 1.4045}",13.822,40.072,55.2,28.4,8.8,0.6,,,21.0,34.21245421245421,273.0,32.72727272727273,88.0
ENSG00000010292,1,69.6645,114,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6251}","{""27"": 7.9007}","{""27"": 1.4045}",14.06,42.416,56.8,30.2,1.4,0.6,,,21.0,36.26373626373626,273.0,37.5,88.0
ENSG00000010292,1,69.6645,114,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6251}","{""27"": 7.9007}","{""27"": 1.4045}",11.82,41.816,59.6,31.6,8.8,0.8,,,21.0,39.04761904761905,273.0,39.31818181818182,88.0
ENSG00000010292,1,69.6645,114,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6251}","{""27"": 7.9007}","{""27"": 1.4045}",13.234,40.198,54.0,26.8,8.6,0.6,,,21.0,36.04395604395605,273.0,36.13636363636364,88.0
ENSG00000186132,2,78.5714,6131,none,0,cds_mean,unsteered,291,6,"{""27"": 5.6274}","{""27"": 6.9804}","{""27"": 1.2404}",39.79333333333333,54.10333333333333,12.333333333333334,5.833333333333333,3.8333333333333335,0.6666666666666666,,,20.0,23.593073593073598,77.0,22.222222222222214,21.0
ENSG00000186132,2,78.5714,6131,blocks.27,1,cds_mean,add_a1.0,291,6,"{""27"": 5.6274}","{""27"": 6.9804}","{""27"": 1.2404}",17.621666666666666,43.125,16.0,8.0,4.166666666666667,1.0,,,20.0,33.98268398268399,77.0,38.888888888888886,21.0
ENSG00000186132,2,78.5714,6131,blocks.27,1,cds_mean,add_own,291,6,"{""27"": 5.6274}","{""27"": 6.9804}","{""27"": 1.2404}",36.251666666666665,53.05833333333334,7.0,4.166666666666667,1.1666666666666667,0.5,,,20.0,34.63203463203463,77.0,31.746031746031747,21.0
ENSG00000186132,2,78.5714,6131,blocks.27,1,cds_mean,random_a1.0,291,6,"{""27"": 5.6274}","{""27"": 6.9804}","{""27"": 1.2404}",58.723333333333336,63.04333333333333,5.0,2.6666666666666665,2.5,0.3333333333333333,,,20.0,16.450216450216455,77.0,11.111111111111107,21.0
ENSG00000164880,3,86.0731,4767,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6366}","{""27"": 3.3157}","{""27"": 0.5882}",18.3,45.736,68.4,29.6,5.0,0.4,,,18.0,45.80645161290322,155.0,44.13793103448276,29.0
ENSG00000164880,3,86.0731,4767,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6366}","{""27"": 3.3157}","{""27"": 0.5882}",14.224,44.708,50.4,27.8,1.8,0.4,,,18.0,44.516129032258064,155.0,40.0,29.0
ENSG00000164880,3,86.0731,4767,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6366}","{""27"": 3.3157}","{""27"": 0.5882}",15.566,47.408,63.6,30.2,0.0,0.0,,,18.0,44.25806451612903,155.0,47.58620689655173,29.0
ENSG00000164880,3,86.0731,4767,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6366}","{""27"": 3.3157}","{""27"": 0.5882}",16.762,46.532,76.0,31.6,0.8,0.4,,,18.0,43.61290322580645,155.0,39.310344827586206,29.0
ENSG00000168280,4,95.1933,5286,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6299}","{""27"": 6.0083}","{""27"": 1.0672}",11.954,41.574,53.6,27.8,0.8,0.4,,,21.0,49.94082840236687,169.0,45.581395348837205,43.0
ENSG00000168280,4,95.1933,5286,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6299}","{""27"": 6.0083}","{""27"": 1.0672}",44.612,59.008,33.2,17.8,0.6,0.4,,,21.0,54.20118343195266,169.0,53.95348837209302,43.0
ENSG00000168280,4,95.1933,5286,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6299}","{""27"": 6.0083}","{""27"": 1.0672}",13.082,44.276,57.2,29.6,3.4,0.6,,,21.0,53.72781065088757,169.0,49.76744186046512,43.0
ENSG00000168280,4,95.1933,5286,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6299}","{""27"": 6.0083}","{""27"": 1.0672}",47.146,59.352,41.6,17.4,2.0,0.4,,,21.0,40.35502958579882,169.0,34.418604651162795,43.0
ENSG00000163946,0,63.5928,4655,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6299}","{""27"": 5.9982}","{""27"": 1.0654}",10.334,34.33,44.0,22.8,2.0,0.4,,,19.0,39.8936170212766,188.0,38.33333333333333,96.0
ENSG00000163946,0,63.5928,4655,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6299}","{""27"": 5.9982}","{""27"": 1.0654}",11.5,34.304,45.6,21.6,0.8,0.6,,,19.0,41.70212765957447,188.0,42.5,96.0
ENSG00000163946,0,63.5928,4655,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6299}","{""27"": 5.9982}","{""27"": 1.0654}",11.54,34.01,41.2,21.8,0.4,0.2,,,19.0,37.97872340425532,188.0,39.16666666666666,96.0
ENSG00000163946,0,63.5928,4655,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6299}","{""27"": 5.9982}","{""27"": 1.0654}",12.828,39.288,64.0,30.2,1.6,0.4,,,19.0,44.361702127659576,188.0,43.125,96.0
ENSG00000179958,1,65.2941,5803,none,0,cds_mean,unsteered,378,5,"{""27"": 5.6313}","{""27"": 5.4214}","{""27"": 0.9627}",41.27,57.386,10.0,6.0,1.2,1.0,,,17.0,48.57142857142857,112.0,40.0,18.0
ENSG00000179958,1,65.2941,5803,blocks.27,1,cds_mean,add_a1.0,378,5,"{""27"": 5.6313}","{""27"": 5.4214}","{""27"": 0.9627}",41.41,55.91799999999999,8.0,4.6,1.6,1.0,,,17.0,43.21428571428572,112.0,36.66666666666667,18.0
ENSG00000179958,1,65.2941,5803,blocks.27,1,cds_mean,add_own,378,5,"{""27"": 5.6313}","{""27"": 5.4214}","{""27"": 0.9627}",39.004,54.526,13.6,6.2,1.0,1.0,,,17.0,44.10714285714285,112.0,35.55555555555556,18.0
ENSG00000179958,1,65.2941,5803,blocks.27,1,cds_mean,random_a1.0,378,5,"{""27"": 5.6313}","{""27"": 5.4214}","{""27"": 0.9627}",41.986,56.038,12.8,6.6,1.2,1.0,,,17.0,44.82142857142858,112.0,40.0,18.0
ENSG00000179241,2,73.913,5773,none,0,cds_mean,unsteered,930,5,"{""27"": 5.6333}","{""27"": 4.6368}","{""27"": 0.8231}",40.632,57.09,39.6,18.8,3.4,0.8,,,18.0,31.93717277486911,191.0,25.479452054794525,73.0
ENSG00000179241,2,73.913,5773,blocks.27,1,cds_mean,add_a1.0,930,5,"{""27"": 5.6333}","{""27"": 4.6368}","{""27"": 0.8231}",15.858,41.988,45.2,20.2,1.6,0.6,,,18.0,37.382198952879584,191.0,36.71232876712328,73.0
ENSG00000179241,2,73.913,5773,blocks.27,1,cds_mean,add_own,930,5,"{""27"": 5.6333}","{""27"": 4.6368}","{""27"": 0.8231}",18.982,45.95399999999999,53.2,25.6,0.8,0.4,,,18.0,41.047120418848166,191.0,39.17808219178082,73.0
ENSG00000179241,2,73.913,5773,blocks.27,1,cds_mean,random_a1.0,930,5,"{""27"": 5.6333}","{""27"": 4.6368}","{""27"": 0.8231}",18.724,47.186,67.6,32.0,6.2,1.0,,,18.0,41.047120418848166,191.0,43.01369863013699,73.0
ENSG00000175595,3,81.441,5593,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6295}","{""27"": 6.1611}","{""27"": 1.0944}",21.194,41.924,42.8,21.8,6.2,0.6,,,21.0,40.43010752688172,186.0,36.89655172413793,58.0
ENSG00000175595,3,81.441,5593,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6295}","{""27"": 6.1611}","{""27"": 1.0944}",18.982,41.136,54.0,26.4,1.4,0.6,,,21.0,40.43010752688172,186.0,38.62068965517241,58.0
ENSG00000175595,3,81.441,5593,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6295}","{""27"": 6.1611}","{""27"": 1.0944}",12.084,36.566,51.6,25.4,0.0,0.0,,,21.0,40.96774193548387,186.0,35.17241379310345,58.0
ENSG00000175595,3,81.441,5593,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6295}","{""27"": 6.1611}","{""27"": 1.0944}",16.218,39.358,50.0,29.2,2.6,0.2,,,21.0,41.39784946236559,186.0,40.689655172413794,58.0
ENSG00000103266,4,88.4488,1217,none,0,cds_mean,unsteered,798,5,"{""27"": 5.6324}","{""27"": 4.9862}","{""27"": 0.8853}",17.912,47.418,38.0,18.0,1.6,0.8,,,21.0,48.84615384615385,104.0,45.21739130434783,23.0
ENSG00000103266,4,88.4488,1217,blocks.27,1,cds_mean,add_a1.0,798,5,"{""27"": 5.6324}","{""27"": 4.9862}","{""27"": 0.8853}",16.692,47.010000000000005,43.6,19.4,2.4,0.8,,,21.0,46.15384615384615,104.0,44.34782608695652,23.0
ENSG00000103266,4,88.4488,1217,blocks.27,1,cds_mean,add_own,798,5,"{""27"": 5.6324}","{""27"": 4.9862}","{""27"": 0.8853}",17.422,48.152,38.8,18.4,0.8,0.4,,,21.0,45.38461538461539,104.0,41.73913043478261,23.0
ENSG00000103266,4,88.4488,1217,blocks.27,1,cds_mean,random_a1.0,798,5,"{""27"": 5.6324}","{""27"": 4.9862}","{""27"": 0.8853}",15.264,46.384,32.8,17.2,2.4,0.6,,,21.0,44.03846153846154,104.0,43.47826086956522,23.0
ENSG00000181004,0,52.8169,5850,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6287}","{""27"": 6.4803}","{""27"": 1.1513}",10.7,38.846,60.8,29.2,14.2,1.0,,,18.0,35.922330097087375,412.0,34.53237410071942,139.0
ENSG00000181004,0,52.8169,5850,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6287}","{""27"": 6.4803}","{""27"": 1.1513}",13.228,42.548,81.2,36.2,13.4,1.0,,,18.0,42.03883495145631,412.0,43.02158273381295,139.0
ENSG00000181004,0,52.8169,5850,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6287}","{""27"": 6.4803}","{""27"": 1.1513}",12.01,42.432,70.8,36.4,12.0,0.8,,,18.0,44.75728155339806,412.0,43.45323741007194,139.0
ENSG00000181004,0,52.8169,5850,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6287}","{""27"": 6.4803}","{""27"": 1.1513}",8.706,39.55,62.8,31.6,24.0,0.8,,,18.0,36.019417475728154,412.0,34.67625899280576,139.0
ENSG00000119698,1,70.1031,2160,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6235}","{""27"": 8.5451}","{""27"": 1.5195}",20.528,46.354,61.2,30.4,2.2,0.6,,,15.0,47.142857142857146,266.0,46.13333333333333,150.0
ENSG00000119698,1,70.1031,2160,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6235}","{""27"": 8.5451}","{""27"": 1.5195}",13.456,42.288,55.6,28.8,2.0,0.8,,,15.0,51.8796992481203,266.0,54.0,150.0
ENSG00000119698,1,70.1031,2160,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6235}","{""27"": 8.5451}","{""27"": 1.5195}",16.266,44.148,53.2,26.6,2.8,0.8,,,15.0,53.45864661654135,266.0,55.73333333333333,150.0
ENSG00000119698,1,70.1031,2160,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6235}","{""27"": 8.5451}","{""27"": 1.5195}",21.874,45.806,58.0,27.8,5.8,0.6,,,15.0,44.3609022556391,266.0,44.0,150.0
ENSG00000146476,2,73.0159,3738,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6284}","{""27"": 6.6025}","{""27"": 1.1731}",14.872,44.104,68.4,32.4,11.2,0.4,,,18.0,39.83935742971887,249.0,38.95833333333333,96.0
ENSG00000146476,2,73.0159,3738,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6284}","{""27"": 6.6025}","{""27"": 1.1731}",14.691999999999998,44.196,71.6,36.0,7.4,0.4,,,18.0,43.45381526104418,249.0,41.66666666666666,96.0
ENSG00000146476,2,73.0159,3738,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6284}","{""27"": 6.6025}","{""27"": 1.1731}",13.675999999999998,42.834,70.8,32.8,6.4,0.8,,,18.0,44.738955823293175,249.0,41.875,96.0
ENSG00000146476,2,73.0159,3738,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6284}","{""27"": 6.6025}","{""27"": 1.1731}",16.375999999999998,44.55,66.4,32.0,4.8,0.2,,,18.0,41.20481927710844,249.0,40.625,96.0
ENSG00000158715,3,84.2676,4290,none,0,cds_mean,unsteered,1000,5,"{""27"": 5.6272}","{""27"": 7.0665}","{""27"": 1.2558}",16.85,46.59,63.6,30.8,3.0,0.8,,,19.0,48.47058823529412,170.0,44.090909090909086,44.0
ENSG00000158715,3,84.2676,4290,blocks.27,1,cds_mean,add_a1.0,1000,5,"{""27"": 5.6272}","{""27"": 7.0665}","{""27"": 1.2558}",17.595999999999997,49.618,58.8,29.6,0.6,0.6,,,19.0,54.70588235294117,170.0,48.63636363636364,44.0
ENSG00000158715,3,84.2676,4290,blocks.27,1,cds_mean,add_own,1000,5,"{""27"": 5.6272}","{""27"": 7.0665}","{""27"": 1.2558}",15.214,49.43,68.4,33.8,1.6,0.6,,,19.0,51.05882352941177,170.0,44.54545454545455,44.0
ENSG00000158715,3,84.2676,4290,blocks.27,1,cds_mean,random_a1.0,1000,5,"{""27"": 5.6272}","{""27"": 7.0665}","{""27"": 1.2558}",17.204,47.764,67.2,31.8,2.8,1.0,,,19.0,51.88235294117648,170.0,50.45454545454545,44.0
ENSG00000153879,4,90.0,4074,none,0,cds_mean,unsteered,363,7,"{""27"": 5.6367}","{""27"": 3.2662}","{""27"": 0.5794}",51.84857142857143,63.61714285714286,11.428571428571429,6.0,0.8571428571428571,0.2857142857142857,,,18.0,36.803874092009686,59.0,25.714285714285715,20.0
