gene,condition,site_set,n_samples,n_sites,n_voting_species,A_cov,A_all,L,C,K,excess,A_null,A_M,C_M,frac_M_eq_P,gc_up_A,gc_down_A,gc_neutral_A,gc_up_n,gc_down_n,gc_neutral_n
ENSG00000014138,add_own,platy_not_human,5,264.0,21,46.5758450137886,45.07575757575758,82.25323458497601,56.5669200711787,96.81818181818184,14.590151531448342,31.98569348234026,20.094893298656363,24.55467219940176,8.221775190071703,49.85326013495028,36.57091964639135,47.70121900308926,144.2,53.6,57.8
ENSG00000014138,add_own,private,5,78.0,21,48.04895910807951,46.15384615384615,83.23993648420469,57.59610153052776,96.15384615384616,16.308032052972173,31.740927055107345,15.678405447835877,19.010242944669173,0.0,52.963610360718256,42.47549019607843,46.37474913336983,29.2,17.4,28.4
ENSG00000014138,add_own,shared_not_private,5,186.0,21,45.98027245825018,44.623655913978496,81.84725666286826,56.11782068289433,97.09677419354838,11.282415286694796,34.69785717155538,21.97336321383662,26.99138424138424,11.732129004835024,49.09292182518728,33.68811668811669,48.96551724137931,115.0,36.2,29.4
ENSG00000014138,add_own_L24,platy_not_human,5,264.0,21,42.01746294725192,40.60606060606061,77.66265979239814,54.15712381786236,96.66666666666669,15.107380611274872,26.91008233597704,23.070655989733037,29.73225067933028,8.06006819965057,35.78266976310672,53.67494490135999,46.74866600377997,144.8,53.2,57.2
ENSG00000014138,add_own_L24,private,5,78.0,21,42.39525841631105,41.02564102564103,77.70355618776671,54.56823877876509,96.66666666666666,15.599603036445142,26.795655379865902,22.28582266477003,29.05388471177945,0.0,34.193548387096776,51.49509803921569,45.2928297755884,29.8,17.4,28.2
ENSG00000014138,add_own_L24,shared_not_private,5,186.0,21,41.85053616724189,40.43010752688172,77.63455326772029,54.001679100203184,96.66666666666666,13.560196989938555,28.290339177303327,23.41571242046704,30.17745529705245,11.527951033900468,36.18580213027136,54.730158730158735,48.23243933588761,115.0,35.8,29.0
ENSG00000014138,cross_gene_a1.0,platy_not_human,5,264.0,21,42.688469934847525,41.66666666666666,79.60849860002227,53.56184232707191,97.65151515151516,13.067178070067223,29.6212918647803,21.756346778091004,27.527196971168404,8.069092628206556,43.76156978896705,43.10489510489511,39.38408717719062,147.2,54.2,56.4
ENSG00000014138,cross_gene_a1.0,private,5,78.0,21,40.85099111414901,40.0,79.30622009569377,51.58418845084145,97.94871794871794,12.343217350736143,28.507773763412864,20.4272043745728,25.916243879367865,0.0,40.64516129032258,45.42483660130719,38.11895639481846,31.0,17.6,27.8
ENSG00000014138,cross_gene_a1.0,shared_not_private,5,186.0,21,43.47873381322817,42.36559139784946,79.74296413811187,54.36945565989707,97.52688172043013,11.802066555748125,31.67666725748004,22.330130972773716,28.278482933734143,11.564047928525724,44.59457450761799,41.99227799227799,40.72906403940887,116.2,36.6,28.6
ENSG00000014138,panel_other_k5,platy_not_human,5,264.0,21,38.47026558282925,37.27272727272727,79.74359012200767,48.20023333197834,96.8939393939394,11.684436427650535,26.785829155178718,19.97504467643341,25.09078724861122,8.121085866364757,35.65861134826652,42.610761705101325,41.53703223576182,144.4,54.0,57.4
ENSG00000014138,panel_other_k5,private,5,78.0,21,40.91889645242205,39.230769230769226,78.70047420335813,51.77718307067103,96.15384615384616,11.35962935923668,29.559267093185365,20.75196813120389,26.510343655749544,0.0,36.63197203241697,48.36601307189542,40.84242067000688,29.6,17.8,27.6
ENSG00000014138,panel_other_k5,shared_not_private,5,186.0,21,37.49177161246929,36.45161290322581,80.19205960902798,46.75204690377269,97.20430107526882,9.356411237276983,28.1353603751923,19.62437779446853,24.51933661470195,11.578930677207946,35.47394126341495,39.83268983268984,42.298850574712645,114.8,36.2,29.8
ENSG00000014138,panel_same_k5,platy_not_human,5,264.0,21,49.04130120830583,47.04545454545455,83.244937778094,58.87465925272697,95.9090909090909,18.01008934995992,31.03121185834591,19.66123828074431,23.647994428979786,8.141720918058478,47.75754176406936,49.45459334515938,52.07288423077897,145.2,52.2,55.8
ENSG00000014138,panel_same_k5,private,5,78.0,21,49.11528812213744,46.66666666666667,80.32471539320855,61.296914965152745,94.87179487179488,16.265395397333666,32.84989272480377,18.871198631472605,23.68495440633975,0.0,46.96625880608083,48.088235294117645,52.1957671957672,29.8,17.0,27.2
ENSG00000014138,panel_same_k5,shared_not_private,5,186.0,21,48.99916430349291,47.204301075268816,84.47549795326549,57.90451349896176,96.34408602150538,14.620484554155944,34.37867974933697,19.97306523848169,23.754828328371232,11.598696322972804,47.98594542075456,50.016453428218135,51.88159095055646,115.4,35.2,28.6
ENSG00000014138,random_a0.5,platy_not_human,5,264.0,21,37.90861883251712,37.04545454545455,77.59060804667537,48.838473377403645,97.72727272727272,12.627000358624668,25.28161847389245,22.21716109596972,28.924109686317912,8.221133919524883,31.33426069683577,49.60879232577346,43.51748014103055,146.2,54.0,57.8
ENSG00000014138,random_a0.5,private,5,78.0,21,39.00640455434976,37.94871794871795,80.18239871159842,48.37118838763576,97.17948717948718,10.78250333605487,28.22390121829489,19.323167819923405,24.323047201336674,0.0,29.185185185185183,48.75816993464052,43.27586206896552,30.0,17.2,28.6
ENSG00000014138,random_a0.5,shared_not_private,5,186.0,21,37.43253176468504,36.66666666666666,76.50307529137622,49.070202178204894,97.95698924731182,10.967124797122084,26.465406967562963,23.487844641199043,31.12659868182309,11.737891541904665,31.82289190042093,50.01501501501501,43.78817733990148,116.2,36.8,29.2
ENSG00000014138,random_a1.0,platy_not_human,5,264.0,21,40.36489474332516,38.63636363636364,78.09843684488315,51.59604670156945,95.83333333333334,12.93294614384457,27.43194859948059,22.5037699131218,28.883821280314617,8.30762918575328,40.39850560398506,42.577396607585285,37.9422052820804,143.6,52.8,56.6
ENSG00000014138,random_a1.0,private,5,78.0,21,41.5377333353303,39.23076923076923,77.28525216075388,53.79072894339922,94.1025641025641,14.76569793060788,26.772035404722423,22.467287604033285,29.39967849487973,0.0,42.05622445778174,47.7859477124183,37.34355044699872,28.8,16.8,27.8
ENSG00000014138,random_a1.0,shared_not_private,5,186.0,21,39.81525374564048,38.38709677419355,78.43397351574147,50.557157452267006,96.55913978494624,10.53775918240816,29.277494563232324,22.5276646251721,28.94006099031724,11.797900454480716,39.889968061005504,40.2088452088452,38.523809523809526,114.8,36.0,28.8
ENSG00000014138,random_a1.0_L24,platy_not_human,5,264.0,21,40.425410971682105,39.31818181818182,77.29703410116915,52.28730573365996,97.1969696969697,14.015079221443273,26.410331750238832,22.8962762488382,29.71159488704029,8.103273554416173,34.22717318422584,53.01336539072388,44.45874988464733,146.0,53.6,57.0
ENSG00000014138,random_a1.0_L24,private,5,78.0,21,46.06207827260459,45.12820512820512,78.21727395411605,58.94372294372295,97.94871794871794,17.069914724651568,28.99216354795302,20.47692307692308,26.595959595959595,0.0,37.24731182795699,54.575163398692816,50.21893814997263,30.6,17.6,28.2
ENSG00000014138,random_a1.0_L24,shared_not_private,5,186.0,21,38.04358037045674,36.88172043010753,76.90933064991846,49.44107744107744,96.88172043010752,9.61404544103112,28.42953492942561,23.94908302278601,31.227974505058217,11.632681046276725,33.42458710879764,52.35294117647059,38.672869914249226,115.4,36.0,28.8
ENSG00000014138,random_a2.0,platy_not_human,5,264.0,21,42.22252703707942,40.75757575757576,77.85711389906157,54.196639833393405,96.51515151515152,15.771524073167145,26.45100296391228,21.85090340920484,28.15850995988692,8.160250118380523,36.94722389394016,51.69930069930071,46.45226450111251,142.8,53.8,58.2
ENSG00000014138,random_a2.0,private,5,78.0,21,42.87616800406995,41.282051282051285,78.74861687219294,54.49951656857559,96.4102564102564,14.176169351310032,28.69999865275992,20.18746617477692,25.821872828085315,0.0,37.60436934630484,56.27450980392157,39.824849480021896,29.2,17.8,28.2
ENSG00000014138,random_a2.0,shared_not_private,5,186.0,21,41.96231386690078,40.53763440860215,77.50178080029761,54.14734163774258,96.55913978494624,14.286664386374923,27.675649480525852,22.54970384322023,29.27117953078168,11.67224332331186,36.77465184788956,49.33454462866227,52.66666666666666,113.6,36.0,30.0
ENSG00000014138,unsteered,platy_not_human,5,264.0,21,40.70307882935016,39.24242424242424,79.11779193400558,51.22383939728195,96.43939393939394,13.003999985597511,27.69907884375265,21.427848615697236,27.302274666948136,8.161899923799847,39.09147236733444,45.904977375565615,39.8758298567736,145.4,53.0,56.2
ENSG00000014138,unsteered,private,5,78.0,21,39.455600539811066,38.46153846153847,78.95411605937923,49.19989085772984,97.43589743589745,11.435535186061497,28.020065353749565,21.059649122807016,27.695389211154417,0.0,37.784946236559136,48.16993464052288,35.94781974092319,30.8,17.4,27.8
ENSG00000014138,unsteered,shared_not_private,5,186.0,21,41.22678731053326,39.56989247311828,79.1883251061979,51.940012826129205,96.0215053763441,11.62496350246149,29.601823808071774,21.59984162251049,27.323640022343945,11.728092822155242,39.44554512105029,44.83352259822848,43.66666666666667,114.6,35.6,28.4
ENSG00000020426,add_a0.5,platy_not_human,5,187.0,20,23.850267379679146,23.850267379679146,36.25668449197861,69.32561123703456,100.0,3.632395105203097,20.217872274476047,71.01604278074866,345.501515052949,8.55614973262032,27.04225352112676,13.333333333333334,14.444444444444445,142.0,27.0,18.0
ENSG00000020426,add_a0.5,private,5,63.0,20,10.793650793650794,10.793650793650794,26.98412698412698,32.333333333333336,100.0,-1.7528344671201814,12.546485260770975,73.96825396825396,764.5714285714287,0.0,13.75,2.2222222222222223,0.0,48.0,9.0,6.0
ENSG00000020426,add_a0.5,shared_not_private,5,124.0,20,30.48387096774193,30.48387096774193,40.96774193548387,77.7890350877193,100.0,5.114352620893318,25.36951834684861,69.51612903225806,270.6798245614035,12.903225806451612,33.82978723404256,18.88888888888889,21.666666666666668,94.0,18.0,12.0
ENSG00000020426,add_a0.5_L24,platy_not_human,5,187.0,20,16.985584747733085,16.898395721925134,23.23064403627064,76.21461540260205,99.67914438502672,3.783375041264824,13.202209706468262,83.74040920716112,455.3775963008444,8.584050220878865,18.10865191146881,11.965811965811966,15.555555555555555,141.6,26.8,18.0
ENSG00000020426,add_a0.5_L24,private,5,63.0,20,4.761904761904762,4.761904761904762,10.476190476190476,52.67973856209151,100.0,-0.5079365079365081,5.26984126984127,89.84126984126985,2206.40522875817,0.0,4.583333333333334,4.444444444444445,6.666666666666667,48.0,9.0,6.0
ENSG00000020426,add_a0.5_L24,shared_not_private,5,124.0,20,23.244468141828843,23.064516129032256,29.776059717408693,80.77971946752434,99.51612903225806,4.308699807527639,18.93576833430121,80.59450813116503,330.71332082551595,12.967208744334844,25.069380203515266,15.751633986928107,20.0,93.6,17.8,12.0
ENSG00000020426,add_a1.0,platy_not_human,5,187.0,20,45.771778847960135,45.24064171122994,71.18275809693361,63.84891212054429,99.0374331550802,7.689413615489173,38.08236523247096,30.646576181773867,47.42482680083375,8.64056547759537,52.31707711445468,15.961253561253562,37.7124183006536,141.2,26.4,17.6
ENSG00000020426,add_a1.0,private,5,63.0,20,33.33853760083268,33.01587301587301,63.34634400208171,50.35448664316631,99.36507936507935,3.4934389056168937,29.84509869521579,35.69086651053864,65.74128044096166,0.0,36.66666666666666,20.0,26.666666666666668,47.6,9.0,6.0
ENSG00000020426,add_a1.0,shared_not_private,5,124.0,20,52.12263396427619,51.45161290322581,75.17382031458278,69.36176590294238,98.87096774193547,9.132358643084624,42.99027532119157,28.078734559672977,40.39132849721085,13.053230249711188,60.29283916723862,13.668300653594772,43.33333333333333,93.6,17.4,11.6
ENSG00000020426,add_a1.0_L24,platy_not_human,5,187.0,20,39.08301228604834,38.71657754010695,61.588235294117645,64.95196675881299,99.14438502673798,7.956558283052141,31.126454002996194,42.27981906350029,102.34927544671557,8.631897724876852,42.3766357007292,23.333333333333336,36.66666666666667,140.6,26.8,18.0
ENSG00000020426,add_a1.0_L24,private,5,63.0,20,34.47516641065028,34.285714285714285,57.72145417306708,56.01555034905418,99.68253968253968,7.127865747317602,27.34730066333268,41.9610855094726,130.12467106635904,0.0,36.923758865248224,20.0,36.66666666666667,47.8,9.0,6.0
ENSG00000020426,add_a1.0_L24,shared_not_private,5,124.0,20,41.45023435346016,40.96774193548387,63.56217259443066,68.0301691067714,98.87096774193547,7.209794054130137,34.24044029933002,42.44416873449131,93.0167568206418,13.057623380204024,45.17408123791103,25.098039215686278,36.66666666666667,92.8,17.8,12.0
ENSG00000020426,add_a2.0,platy_not_human,5,187.0,20,54.00508342778064,52.83422459893048,85.70690571016628,62.99592425736006,97.86096256684492,11.14528782788997,42.85979559989068,18.004502464605714,21.286607428103807,8.744004941450825,62.54554865424431,18.27578347578348,40.52287581699346,138.8,26.4,17.8
ENSG00000020426,add_a2.0,private,5,63.0,20,50.71428571428572,49.84126984126984,84.44444444444444,59.85167283696696,98.0952380952381,10.659621275410752,40.054664438874966,14.904761904761903,17.82421500068559,0.0,59.0,18.055555555555557,33.333333333333336,47.0,8.8,6.0
ENSG00000020426,add_a2.0,shared_not_private,5,124.0,20,55.613804531882906,54.354838709677416,86.35495570646934,64.5028883840765,97.74193548387096,9.74703708020504,45.866767451677866,19.59009961874148,23.04064215945404,13.20402016155764,64.28263410964614,18.194444444444446,44.090909090909086,91.8,17.6,11.8
ENSG00000020426,add_a2.0_L24,platy_not_human,5,187.0,20,52.77829893713924,51.97860962566845,83.38820233441004,63.273895369168144,98.50267379679144,9.322538687271775,43.45576024986746,20.96532140670751,25.15652019051526,8.467786021683132,60.284875876448325,21.70940170940171,39.673202614379086,140.0,26.6,17.6
ENSG00000020426,add_a2.0_L24,private,5,63.0,20,44.812268640930725,44.12698412698413,85.14273962713942,52.494309611956666,98.4126984126984,4.2927142968852205,40.5195543440455,14.539800055400269,17.151378033730975,0.0,48.71376811594202,22.22222222222222,46.66666666666667,47.2,9.0,5.8
ENSG00000020426,add_a2.0_L24,shared_not_private,5,124.0,20,56.80963764853963,55.967741935483865,82.48738041440315,68.86689334271728,98.5483870967742,10.173580883273118,46.6360567652665,24.23432439873957,29.454378652800735,12.764902037052414,66.15996737389713,21.372549019607845,35.60606060606061,92.8,17.6,11.8
ENSG00000020426,add_a3.0,platy_not_human,5,187.0,20,53.57777741187601,52.29946524064171,88.72609279700634,60.35574272968788,97.64705882352942,10.765531375927424,42.81224603594858,15.435404954233984,17.46653596442626,8.762595753692182,62.72449749371128,14.422792022792024,40.52287581699346,138.4,26.4,17.8
ENSG00000020426,add_a3.0,private,5,63.0,20,52.20849280116639,50.15873015873016,89.11153635866594,58.54737854737855,96.1904761904762,12.453092751013674,39.75540005015272,10.23254966283944,11.68673125815983,0.0,61.10391612704287,9.166666666666666,45.333333333333336,46.2,8.6,5.8
ENSG00000020426,add_a3.0,shared_not_private,5,124.0,20,54.2819837818916,53.38709677419355,88.5404275084039,61.32590864449961,98.38709677419357,7.858547899525776,46.42343588236582,18.017841928016,20.47702438303096,13.11724844714685,63.56946855283809,16.862745098039216,38.33333333333333,92.2,17.8,12.0
ENSG00000020426,add_a3.0_L24,platy_not_human,5,187.0,20,54.4730256202907,53.58288770053476,84.5839935306976,64.36118870240387,98.3957219251337,10.584877498451052,43.88814812183965,20.52242775735062,24.43913555596668,8.367048675604076,62.77597083250134,18.63703703703704,42.6797385620915,139.6,26.6,17.8
ENSG00000020426,add_a3.0_L24,private,5,63.0,20,44.54609554027851,44.12698412698413,83.30538138047392,53.36352744407456,99.04761904761904,6.22708616538114,38.31900937489737,15.731829132146425,19.31498367668581,0.0,48.97163120567376,28.888888888888893,33.333333333333336,47.4,9.0,6.0
ENSG00000020426,add_a3.0_L24,shared_not_private,5,124.0,20,59.56350922797765,58.38709677419355,85.22282468745735,69.87051424343322,98.06451612903226,11.50170973547326,48.06179949250439,22.99766828105569,27.073621901590823,12.660129826312112,69.8869856995547,13.333333333333334,47.27272727272727,92.2,17.6,11.8
ENSG00000020426,add_a4.0,platy_not_human,5,187.0,20,57.08947705833867,55.61497326203208,88.81582562505724,64.22324307240164,97.4331550802139,14.134490953549932,42.954986104788745,14.591690325731903,16.522384445221235,8.56366578135971,66.54201680672269,16.474074074074075,44.58333333333333,138.0,26.6,17.6
ENSG00000020426,add_a4.0,private,5,63.0,20,57.21454173067076,56.82539682539682,86.605222734255,65.71687538112221,99.36507936507935,17.642350243247648,39.57219148742311,13.39477726574501,15.969033386456257,0.0,65.67375886524823,13.88888888888889,53.333333333333336,47.8,8.8,6.0
ENSG00000020426,add_a4.0,shared_not_private,5,124.0,20,57.01331496786042,55.0,89.97792611428974,63.39072860337171,96.4516129032258,9.253542650992763,47.75977231686765,15.22292858656495,16.93445244620304,13.046337500882956,66.97766002113829,17.84313725490196,40.333333333333336,90.2,17.8,11.6
ENSG00000020426,add_a4.0_L24,platy_not_human,5,187.0,20,54.37395000890141,53.79679144385027,82.72030551850564,65.8030745491938,98.93048128342244,10.624177662987632,43.749772345913776,22.259977746331877,27.09796399294809,8.649154098344706,63.14435251747231,20.0,36.77287581699346,140.6,27.0,17.4
ENSG00000020426,add_a4.0_L24,private,5,63.0,20,43.1336405529954,42.85714285714285,79.5852534562212,54.17373737373738,99.36507936507935,5.366847097261839,37.76679345573355,19.7747055811572,25.481402257872848,0.0,47.455673758865245,26.666666666666668,33.333333333333336,47.6,9.0,6.0
ENSG00000020426,add_a4.0_L24,shared_not_private,5,124.0,20,60.13864561702201,59.354838709677416,84.35021260313079,71.39160249212787,98.70967741935485,11.767731589390902,48.37091402763111,23.5062620113245,28.07011014573797,13.073514680149447,71.17767300289458,16.666666666666668,38.60606060606061,93.0,18.0,11.4
ENSG00000020426,add_cone_removed_a1.0,platy_not_human,5,187.0,20,46.09157798774992,45.77540106951872,73.57929493495865,62.979840757841565,99.35828877005348,7.617623770204432,38.47395421754549,30.612634403534493,44.88612039194135,8.503054512913435,54.42759470235362,15.555555555555554,26.666666666666664,140.8,27.0,18.0
ENSG00000020426,add_cone_removed_a1.0,private,5,63.0,20,32.49359959037379,32.38095238095238,67.56272401433691,47.673629248724055,99.68253968253968,1.8234231251451705,30.67017646522861,31.47977470558116,55.332763482512135,0.0,38.08510638297872,11.11111111111111,20.0,47.8,9.0,6.0
ENSG00000020426,add_cone_removed_a1.0,shared_not_private,5,124.0,20,53.02683227784155,52.58064516129032,76.63964521718194,69.53256426348364,99.19354838709678,8.650750823632093,44.376081454209455,30.18465731986775,41.26373594996559,12.844883551955562,62.82006903205912,17.77777777777778,30.0,93.0,18.0,12.0
ENSG00000020426,add_gc_removed_a1.0,platy_not_human,5,187.0,20,32.927084925643655,32.406417112299465,55.45170980409284,60.08093775286871,98.71657754010695,6.355502719666393,26.57158220597727,47.46412243844102,116.48222100463713,8.558179326149256,34.10697277188309,31.45299145299145,25.743464052287585,140.4,26.8,17.4
ENSG00000020426,add_gc_removed_a1.0,private,5,63.0,20,27.414150571210325,26.98412698412698,52.164219821544,48.09502262443439,99.04761904761904,5.238048071922817,22.17610249928751,48.47582114107762,143.19683257918552,0.0,25.344202898550726,35.55555555555556,31.333333333333336,47.6,9.0,5.8
ENSG00000020426,add_gc_removed_a1.0,shared_not_private,5,124.0,20,35.739444344896,35.16129032258065,57.13095160052037,64.53102779573368,98.5483870967742,5.949210992605394,29.790233352290613,46.94409578210838,106.62396753573223,12.92886924142633,38.62802198348736,29.150326797385624,23.0,92.8,17.8,11.6
ENSG00000020426,add_gc_removed_a1.0_L24,platy_not_human,5,187.0,20,32.36863520111602,32.19251336898396,49.894210648686354,66.71696716226762,99.67914438502672,4.941094209161864,27.42754099195416,54.72215763775866,194.902551377744,8.584050220878865,37.35412474849095,13.561253561253562,21.11111111111111,141.6,26.8,18.0
ENSG00000020426,add_gc_removed_a1.0_L24,private,5,63.0,20,20.63492063492064,20.63492063492064,43.17460317460318,43.01513587891297,100.0,0.5631141345427059,20.071806500377928,56.19047619047619,497.1694759775255,0.0,23.333333333333336,8.88888888888889,16.666666666666668,48.0,9.0,6.0
ENSG00000020426,add_gc_removed_a1.0_L24,shared_not_private,5,124.0,20,38.3604372167422,38.064516129032256,53.31511596907491,74.10298760931275,99.51612903225806,6.383366552513314,31.977070664228886,53.98693681684883,158.75839956351678,12.967208744334844,44.54671600370028,15.947712418300654,23.333333333333336,93.6,17.8,12.0
ENSG00000020426,add_own,platy_not_human,5,187.0,20,54.611104680380194,53.475935828877006,81.78026515308377,66.8853584367623,97.96791443850267,11.723566412049212,42.887538268330985,22.48447858019513,27.91900128888137,8.404522414570007,62.27861054177979,26.581196581196583,35.94771241830066,139.4,26.4,17.4
ENSG00000020426,add_own,private,5,63.0,20,44.3778801843318,43.80952380952381,75.5657962109575,58.39112240640937,98.73015873015872,8.081900860702707,36.29597932362909,23.79416282642089,32.51133006394047,0.0,50.62943262411348,24.444444444444446,24.666666666666668,47.4,9.0,5.8
ENSG00000020426,add_own,shared_not_private,5,124.0,20,59.87816152429629,58.38709677419355,84.97580221775043,70.65594130370843,97.58064516129032,11.966620081306496,47.911541442989794,21.819501717919547,25.981959323982984,12.724963756851464,68.28306307158127,27.7124183006536,41.81818181818182,92.0,17.4,11.6
ENSG00000020426,add_own_L24,platy_not_human,5,187.0,20,44.09407446223715,43.42245989304813,70.81729163776849,61.830304754945374,98.6096256684492,7.55608322380044,36.53799123843672,34.391006375578606,85.23151514476461,8.567472732970629,50.696856283873,14.814814814814817,36.14379084967321,139.8,27.0,17.6
ENSG00000020426,add_own_L24,private,5,63.0,20,39.70839314043968,39.04761904761905,69.67112386996045,55.57672320691189,98.73015873015872,7.0527076822608095,32.655685458178866,29.36625452225664,302.9479956800712,0.0,44.0795559666975,15.555555555555554,40.66666666666667,47.4,9.0,5.8
ENSG00000020426,add_own_L24,shared_not_private,5,124.0,20,46.357500543726346,45.64516129032258,71.411106756089,64.35781630640159,98.5483870967742,6.593636187126876,39.76386435659947,36.93556523893598,69.37848629249801,12.929188939371375,54.13329208068249,14.444444444444446,33.78787878787879,92.4,18.0,11.8
ENSG00000020426,cross_gene_a1.0,platy_not_human,5,187.0,20,48.00404611035057,47.37967914438503,78.6582477909358,60.94228962064484,98.71657754010695,8.2899475336155,39.71409857673507,25.022766529894117,35.44018178796857,8.558364264064032,53.626336620673065,21.958689458689456,41.63398692810458,140.6,26.2,17.8
ENSG00000020426,cross_gene_a1.0,private,5,63.0,20,40.25526092686325,39.68253968253968,76.29103606893136,51.92848020434227,98.73015873015872,4.994502195656855,35.260758731206394,23.38638328590735,38.86385696040868,0.0,44.361702127659576,20.63492063492064,35.333333333333336,47.8,8.6,5.8
ENSG00000020426,cross_gene_a1.0,shared_not_private,5,124.0,20,51.95521791283487,51.29032258064516,79.88271358123419,65.06761413917135,98.70967741935485,8.68538287340886,43.269835039426006,25.83633213381314,34.54909459776363,12.908170065307212,58.40823411218207,22.61437908496732,45.0,92.8,17.6,12.0
ENSG00000020426,panel_other_k5,platy_not_human,5,187.0,20,34.74425802451543,34.54545454545455,57.77514856509989,61.30183095521537,99.572192513369,5.510003081173614,29.234254943341817,45.87802161537827,129.81234514718193,8.48455472970777,38.39396088762793,17.977207977207975,31.111111111111114,141.4,26.8,18.0
ENSG00000020426,panel_other_k5,private,5,63.0,20,25.202252944188427,25.07936507936508,51.9815668202765,48.230347170217655,99.68253968253968,2.3251530002682097,22.877099943920214,48.33589349718382,196.57759570062996,0.0,27.29609929078014,13.333333333333332,26.666666666666668,47.8,9.0,6.0
ENSG00000020426,panel_other_k5,shared_not_private,5,124.0,20,39.60396486566664,39.35483870967742,60.724677870787175,66.57090456449586,99.51612903225806,6.642106638244689,32.96185822742195,44.62821323083669,111.49112658524454,12.802577893573751,44.06105457909344,20.326797385620917,33.333333333333336,93.6,17.8,12.0
ENSG00000020426,panel_same_k5,platy_not_human,5,187.0,20,43.37072784019622,43.10160427807487,66.30462713425354,65.56237873470214,99.46524064171123,7.707660538331581,35.66306730186464,36.91611734352893,62.48681236537024,8.493464209394157,48.82437889749846,18.091168091168093,38.10457516339869,141.4,26.8,17.8
ENSG00000020426,panel_same_k5,private,5,63.0,20,33.01587301587301,33.01587301587301,61.90476190476191,52.84829487350496,100.0,4.80045351473923,28.215419501133784,37.142857142857146,67.43466275399048,0.0,38.75,8.88888888888889,23.333333333333336,48.0,9.0,6.0
ENSG00000020426,panel_same_k5,shared_not_private,5,124.0,20,48.6846315237346,48.2258064516129,68.56648308418569,71.48572855715713,99.19354838709678,8.97295193668723,39.71167958704736,36.79071597167584,60.65793730079445,12.84356150013113,54.00878318562064,22.745098039215687,45.60606060606061,93.4,17.8,11.8
ENSG00000020426,random_a0.5,platy_not_human,5,187.0,20,20.477795861427573,20.32085561497326,30.222041385724246,77.13683670691633,99.67914438502672,3.341600009755562,17.136195851672014,75.14299000232504,451.0392968947481,8.584050220878865,22.404426559356136,12.592592592592592,17.254901960784313,141.6,27.0,17.8
ENSG00000020426,random_a0.5,private,5,63.0,20,9.646697388632871,9.523809523809522,21.54121863799283,43.72327044025157,99.68253968253968,-0.4662180284300091,10.11291541706288,77.1889400921659,1514.7295597484276,0.0,10.833333333333332,2.2222222222222223,12.0,48.0,9.0,5.8
ENSG00000020426,random_a0.5,shared_not_private,5,124.0,20,25.98096245372819,25.806451612903224,34.63246959280804,82.43185550082102,99.6774193548387,4.291470731900383,21.689491721827803,74.10364886303543,332.5779967159277,12.94553146483342,28.33950046253469,17.77777777777778,20.0,93.6,18.0,12.0
ENSG00000020426,random_a1.0,platy_not_human,5,187.0,20,16.363636363636363,16.363636363636363,23.422459893048128,73.53172633817795,100.0,3.024237816690647,13.339398546945716,83.52941176470588,469.2671629445823,8.55614973262032,18.591549295774648,9.62962962962963,8.88888888888889,142.0,27.0,18.0
ENSG00000020426,random_a1.0,private,5,63.0,20,6.666666666666667,6.666666666666667,13.65079365079365,62.42424242424242,100.0,0.0234315948601657,6.643235071806501,86.03174603174604,1638.030303030303,0.0,8.333333333333332,2.2222222222222223,0.0,48.0,9.0,6.0
ENSG00000020426,random_a1.0,shared_not_private,5,124.0,20,21.29032258064516,21.29032258064516,28.387096774193548,76.83281188190024,100.0,3.8771039486061993,17.413218632038962,82.25806451612904,354.01157981803146,12.903225806451612,23.829787234042552,13.333333333333334,13.333333333333334,94.0,18.0,12.0
ENSG00000020426,random_a1.0_L24,platy_not_human,5,187.0,20,13.368983957219251,13.368983957219251,16.898395721925134,80.03764581124072,100.0,2.9080041921329376,10.460979765086314,88.55614973262031,562.8317426652527,8.55614973262032,14.366197183098592,9.62962962962963,11.11111111111111,142.0,27.0,18.0
ENSG00000020426,random_a1.0_L24,private,5,63.0,20,4.126984126984127,4.126984126984127,8.253968253968253,62.5,100.0,0.1352985638699922,3.9916855631141344,91.11111111111111,2441.666666666667,0.0,5.0,0.0,3.333333333333333,48.0,9.0,6.0
ENSG00000020426,random_a1.0_L24,shared_not_private,5,124.0,20,18.06451612903226,18.06451612903226,21.29032258064516,84.87124944021495,100.0,3.167457042832136,14.897059086200125,87.25806451612902,424.3266718913271,12.903225806451612,19.148936170212767,14.444444444444446,15.0,94.0,18.0,12.0
ENSG00000020426,random_a2.0,platy_not_human,5,187.0,20,16.629554951637886,16.47058823529412,23.56330907922036,74.16402725446316,99.572192513369,4.592152094412348,12.037402857225535,82.55632506355747,505.5075536044957,8.593553665877677,15.86317907444668,21.48148148148148,15.555555555555555,141.6,27.0,17.6
ENSG00000020426,random_a2.0,private,5,63.0,20,6.748591909882232,6.666666666666666,13.174603174603174,44.56989247311828,99.68253968253968,1.5816692268305166,5.166922683051715,85.87813620071685,1552.47311827957,0.0,6.25,8.88888888888889,8.0,48.0,9.0,5.8
ENSG00000020426,random_a2.0,shared_not_private,5,124.0,20,21.65955745134631,21.451612903225808,28.84830711810184,77.47241379310344,99.51612903225806,4.965525856695382,16.694031594650927,80.86510263929618,366.6804597701149,12.967208744334844,20.795559666975024,27.77777777777778,19.24242424242424,93.6,18.0,11.8
