gene,aln_len_raw,aln_len_trimmed,status,n_taxa_tree,tree_len,diameter,focal_target_dist,mean_target_dist,treeness,human_branch,platypus_branch,background_rate,mean_terminal,reason
ENSG00000122966,2262,2050,ok,24.0,0.4316483387,0.17120564090000004,0.14542048810000002,0.15229372751304351,0.24593742447780212,0.000518911,0.0877021031,0.34342732460000003,0.013562077416666667,
ENSG00000123388,482,298,ok,23.0,3.8721523637999997,1.4095996508,0.5439517019000001,0.6807610072909092,0.01232767590610893,0.0043191555,0.5223805618,3.3454526464999996,0.16627903149565218,
ENSG00000123395,345,292,ok,21.0,7.2112838282,4.6729308002000005,3.2359716452,3.5320488908499996,0.25339283390210243,0.0,2.7678028663,4.443480961900001,0.2563807706142857,
ENSG00000123684,675,368,ok,23.0,1.2749792646,0.3780711764,0.30847560820000003,0.3105101771409091,0.2227278830994096,2.3302e-06,0.1215750564,1.153401878,0.043087210086956526,
ENSG00000124145,449,200,ok,24.0,4.3774779601,1.527931492,1.1349171153,1.1558369109304347,0.15392271717676625,0.0162711424,0.7551307183,3.6060760994,0.1543201940875,
ENSG00000124214,767,488,ok,24.0,1.0141801578,0.5421701015,0.2722743881,0.18530226553913043,0.27795921102569215,0.0675511863,0.0728789803,0.8737499912,0.0305116433875,
ENSG00000124641,338,212,ok,21.0,0.5409818276,0.2157467881,0.0956009841,0.115296196895,0.10775992210057,2.1571e-06,0.0665505013,0.47442916920000006,0.02298503180952381,
ENSG00000124688,398,274,ok,23.0,3.1525265708,1.3280671501,1.2509337856,1.1547874944954548,0.26613500224586273,0.0613767415,0.6907702658,2.4003795635,0.10058821325217392,
ENSG00000124767,334,184,ok,20.0,1.7325320494,0.6870641202,0.4214846443,0.39848052305263154,0.21273741442626845,0.006438136,0.1305656395,1.5955282738999998,0.06819788303999999,
ENSG00000125652,428,220,ok,22.0,1.9066412735,0.7896994936000001,0.5908169255000001,0.6365648259380954,0.21358820862638794,2.1148e-06,0.5023848655,1.4042542932,0.06815478088181819,
ENSG00000125703,709,457,ok,24.0,1.3959792211,0.42032758350000005,0.2577991777,0.2956492524608696,0.19161214433351423,2.0704e-06,0.1321062382,1.2638709124999998,0.04702052704583334,
ENSG00000125734,874,536,ok,21.0,2.2783869996,0.7839947230000002,0.6181575062000001,0.641155437335,0.2735719557342229,0.0039565547,0.2917768277,1.9826536172,0.07881353391428572,
ENSG00000127564,827,488,ok,24.0,2.3623410062,0.9320859698,0.6926426598000001,0.6231872123652175,0.2134369315762166,0.0661181995,0.334405236,1.9618175706999998,0.07742209127083334,
ENSG00000127837,633,434,ok,24.0,0.4369684959,0.2681717908,0.25752396129999994,0.25693260220434777,0.34999498049625866,2.1273e-06,0.1271955695,0.3097707991,0.011834654820833332,
ENSG00000128272,410,345,ok,21.0,2.2155931966,0.9965886959000001,0.44996648110000004,0.496418994135,0.23512950969493876,0.0032337193,0.1500724126,2.0622870647,0.08069723117142857,
ENSG00000128408,653,377,ok,23.0,3.3816409009,1.1423708127,0.8467625500999999,0.9352722244818181,0.2535782543237455,0.0057722081,0.5345892654,2.8412794274,0.10974479584782608,
ENSG00000128590,309,221,ok,20.0,2.6911936208,2.2918244438000004,0.2519487541,0.3568102205736842,0.05497559846920993,2.1098e-06,0.1456876196,2.5455038914,0.12716218204500002,
ENSG00000128805,918,690,ok,23.0,3.3638579192,1.0349558769,0.5398841526999999,0.6096540206545454,0.19321146906661538,0.0016018413,0.1766338297,3.1856222482,0.11799660821304349,
ENSG00000128881,1816,1200,ok,24.0,1.5690055673,0.6545507408000001,0.5308357045000001,0.5587533405173913,0.1612806484399273,2.332e-06,0.4288557309,1.1401475044,0.054831472166666666,
ENSG00000130055,828,537,ok,23.0,2.8008899971,1.1428128397,0.9686937793,1.0098712533818182,0.21106808857616594,2.8211e-06,0.6866103157,2.1142768603000004,0.09607441300434783,
ENSG00000130517,354,203,ok,24.0,2.2264657531,1.1256218977999999,0.0691033945,0.15020723948695652,0.07176974529139458,2.2087e-06,0.0139812356,2.2124823088,0.0861113697125,
ENSG00000130560,640,404,ok,21.0,1.3483325036,0.37312473620000003,0.2033454022,0.25381796859000005,0.2628068901060348,2.2113e-06,0.0667931062,1.2815371861,0.04733244911904762,
ENSG00000130731,611,198,ok,22.0,3.0891329585,1.4675618962,0.7851931843000001,0.5394054399619048,0.22638783085580808,0.1306062436,0.1576100526,2.8009166623,0.10862685676363637,
ENSG00000130811,527,314,ok,22.0,1.5990224991000002,1.3700806451999998,0.05090752270000001,0.12100293317619049,0.030400087070294554,0.0,0.0232891733,1.5757333258000001,0.07047327617727273,
ENSG00000131023,1269,1122,ok,24.0,0.7165063446,0.24848711740000004,0.19020144920000004,0.20211935866086958,0.2391769366615599,0.0029471485,0.108815591,0.6047436050999999,0.02271393966666667,
ENSG00000131149,2168,1177,ok,24.0,2.6149067373,1.4730125659,0.3144983065,0.37775149709130434,0.14991512844728483,0.0030737844,0.124283101,2.4875498519,0.0926205274125,
ENSG00000131263,688,602,ok,23.0,0.9841549392,0.500513096,0.39647107740000004,0.4106956111227273,0.31522001002421024,2.6241e-06,0.2192043703,0.7649479448000001,0.029301287365217393,
ENSG00000131503,2841,2521,ok,24.0,0.6260664359,0.26240294000000003,0.21312153439999998,0.22041053997391302,0.2516007975632159,0.0017113678,0.1335929576,0.49076211049999996,0.019522817554166665,
ENSG00000131944,312,214,ok,23.0,2.4147195425,0.7182109886,0.5125141247,0.5506639199454546,0.24735453003441293,2.1462e-06,0.2288427351,2.1858746611999997,0.0790185967347826,
ENSG00000132196,505,330,ok,22.0,2.4813639725,0.8475164794000001,0.6023783916,0.6737159689904763,0.18916066611021934,0.0029921626,0.4570414215,2.0213303884,0.09145397775454546,
ENSG00000132549,4090,3988,ok,23.0,1.3531851512,0.38378746909999994,0.25967624229999997,0.2794399743590909,0.22847780839586265,0.0069014062,0.1331099893,1.2131737557,0.04539184232608696,
ENSG00000132561,1579,956,ok,24.0,1.6248424119,0.4974882063,0.40659884830000004,0.4357790973304348,0.23772159002689314,0.0043149066,0.2087411997,1.4117863056000002,0.05160759542499999,
ENSG00000132780,1120,736,ok,21.0,2.2818162906,1.083930558,0.9637435647999999,0.9896264936149999,0.25415051907947844,2.3278e-06,0.6432615609,1.6385524019000002,0.08104245218571429,
ENSG00000133048,569,382,ok,23.0,2.9879560311,1.0404011501000001,0.7466966051999999,0.8034147451590908,0.19552069877177117,0.0054137368,0.4729873677,2.5095549266,0.10451081652173913,
ENSG00000133131,1138,936,ok,23.0,2.6635867084,1.2798134094999998,0.9109915959,0.9551995744181819,0.27821530418476387,0.0011554981,0.4568547727,2.2055764376,0.08358852704782609,
ENSG00000133313,591,474,ok,24.0,1.3476125031,0.45250679480000006,0.28573577470000006,0.28706988577826087,0.21115281963133045,0.009405933,0.1530385769,1.1851679931999999,0.0442941801375,
ENSG00000133935,326,133,ok,22.0,4.0515493912,1.976558055,0.31351302349999993,0.4904075842904761,0.02050189798510582,0.0,0.291364802,3.7601845892,0.1803856790409091,
ENSG00000134247,1294,874,ok,24.0,2.3348078714,1.0882626679999998,0.9861304567999999,1.014150120643478,0.19555194043706361,0.0053819982,0.7585774847,1.5708483885,0.07825965256666666,
ENSG00000134440,610,558,ok,23.0,0.6753631851,0.21013798949999998,0.130085387,0.12602881182272727,0.3135965551166967,0.0035968364,0.033742723,0.6380236257,0.02015528768695652,
ENSG00000134748,415,310,ok,22.0,0.5785243298,0.5316287408,0.0166144033,0.04722383606666666,0.16277613187427264,0.0,0.0099876978,0.568536632,0.022016108054545454,
ENSG00000134917,1171,882,ok,20.0,2.4932381986,0.8489224799,0.5576375808,0.6217137963578948,0.19034486964241237,0.0083478976,0.3360168932,2.1488734077999996,0.10093315493499999,
ENSG00000135272,679,243,ok,24.0,2.3722869208,1.0150828225,0.4214573543,0.48246593783913044,0.15619732703961547,2.0088e-06,0.290358011,2.081926901,0.08340591853333333,
ENSG00000135374,517,254,ok,24.0,0.7103297644,0.20121859739999998,0.13841009929999998,0.14308691654347824,0.19514781098478773,0.0042900278,0.0757721392,0.6302675973999999,0.02382126940833333,
ENSG00000135409,688,570,ok,22.0,2.6314392381,1.2619438563,1.1241761812,1.157797443647619,0.20534973564130804,2.7155e-06,0.9994458279,1.6319906947,0.09504881300909092,
ENSG00000135541,1530,1172,ok,24.0,2.9891514776,1.3247242412,1.0326531822,1.039788054573913,0.3983530169424693,0.0102226791,0.2301462578,2.7487825407,0.07493391535,
ENSG00000135587,662,421,ok,23.0,2.7227996014999998,1.2630234906,1.1294901166,1.1342241203772725,0.16810206481881623,0.0076764657,0.9657474076,1.7493757282,0.09848223332173914,
ENSG00000135686,834,615,ok,22.0,0.9896462358,0.4220718667,0.2787534315,0.30113620344285713,0.3542993177926459,0.0017704929,0.1270613473,0.8608143956000001,0.02904614770909091,
ENSG00000136021,1320,927,ok,23.0,0.7125247816,0.2391688097,0.1330131582,0.15036327387727272,0.22512528299689386,0.0021960618,0.0578857801,0.6524429397,0.02400510602173913,
ENSG00000136068,2833,2602,ok,24.0,0.517377236,0.190768857,0.16296342469999997,0.17064310591304346,0.21887005210256297,0.0027180137,0.1115031774,0.40315604489999995,0.016839118891666668,
ENSG00000136114,891,853,ok,20.0,2.3228096642000002,0.9308417403000001,0.7427759420000001,0.7964136899263159,0.3199331476244509,2.1453e-06,0.4869495428,1.8358579761000002,0.07898329285,
ENSG00000136235,714,538,ok,24.0,3.7886685311,0.9426580951000001,0.7352162085000001,0.7693963989608698,0.242161143887038,0.0228740236,0.3123926633,3.4534018442,0.11963334274166666,
ENSG00000136297,488,241,ok,21.0,1.6225300898,0.677463307,0.1404340707,0.21242035619,0.0852929237306524,2.0172e-06,0.0802381332,1.5422899394,0.07067332164761904,
ENSG00000136709,1570,1328,ok,24.0,1.1811713773,0.7165706347,0.07947001599999999,0.14283107691304348,0.5224563536331469,0.0009762659,0.0345166912,1.1456784202,0.0235025369375,
ENSG00000136933,591,371,ok,23.0,2.6722671547,1.0421202901,0.8914815081999999,0.9142459280363636,0.25386129729089846,0.0028543569,0.5643039434,2.1051088544,0.0866905194826087,
ENSG00000137478,895,740,ok,24.0,0.6648140774,0.3130740401,0.2461777423,0.25290679877391303,0.1554342993218934,2.3206e-06,0.1899873843,0.4748243724999999,0.023394965295833334,
ENSG00000137868,853,663,ok,24.0,3.5441915783,1.1828632411,1.0018912504000002,1.0195469025,0.286778676560008,0.0078871777,0.4416308948,3.0946735058000003,0.10532470866666667,
ENSG00000138075,749,648,ok,24.0,2.9662559170000002,0.9329257169,0.7858820073,0.8201329659000001,0.2250217413388475,0.0016355814,0.5352033815,2.4294169541,0.09578266022083333,
ENSG00000138083,551,316,ok,20.0,1.189906163,0.42215831410000004,0.2514306761,0.30044277557894733,0.13451877221683067,2.5499e-06,0.1560856664,1.0338179467000002,0.051492072344999994,
ENSG00000138439,730,579,ok,20.0,1.210268557,0.7631868889000001,0.4777753786000001,0.5092133547000001,0.14627001558960603,2.6887e-06,0.3973180833,0.812947785,0.051662127815,
ENSG00000138495,167,63,ok,19.0,0.8105447675,0.5001726566,0.4771833445,0.43029352551666666,0.5040224546264805,2.9704e-06,0.1447211111,0.6658206860000001,0.021158526536842106,
ENSG00000140368,754,409,ok,23.0,2.7499621974,0.8722222855000001,0.5682134544,0.6302654492318183,0.1913859135218671,0.000307948,0.2770084661,2.4726457833,0.09668079000434783,
ENSG00000140563,1087,875,ok,24.0,1.4221691252,0.3714203648,0.2668724548,0.3080464549391304,0.2640667771824864,0.0013241701,0.1342241419,1.2866208131999999,0.043609229487500005,
ENSG00000140740,557,442,ok,17.0,1.5709726186,0.7478409377,0.3006537855,0.34107963121249996,0.17856318307443733,0.0045125243,0.2138169538,1.3526431405000001,0.07590910278235295,
ENSG00000140931,567,181,ok,24.0,6.2521416626,2.7809583973,0.8445151926,1.0600694529173913,0.1445066100316548,0.0148370369,0.2732294095,5.9640752161999995,0.22286107772916666,
ENSG00000140968,594,412,ok,23.0,2.3079918372,0.8936632907000001,0.2973545318,0.38288988327272727,0.11015795654132049,0.0025481,0.2372585676,2.0681851696,0.08929339881304349,
ENSG00000141030,630,412,ok,22.0,0.2909442115,0.221700255,0.021316449799999998,0.03692173791904762,0.07427978782798365,0.0,0.021307699,0.2696365125,0.012242406236363636,
ENSG00000141873,540,312,ok,22.0,2.415379742,1.5096079801,0.333907547,0.4086139043142857,0.193170751367509,2.5698e-06,0.1470981611,2.2682790110999997,0.08858177374545455,
ENSG00000142751,461,303,ok,23.0,2.0962232918,0.9979476343,0.3695060355,0.43224914148181814,0.07917519643505376,0.0044170355,0.2492335476,1.8425727087,0.08392410438695652,
ENSG00000143155,349,260,ok,20.0,1.1579363079,0.42491499050000003,0.25785370490000004,0.2822736424473684,0.08443259351398044,2.8852e-06,0.2152746035,0.9426588192,0.053008437114999994,
ENSG00000143321,398,237,ok,23.0,8.4265740096,3.8749952586,3.7480023394999997,3.4977423554772726,0.18746902130098156,0.2897590602,2.6085499652,5.5282649842,0.29768923596086955,
ENSG00000143479,639,586,ok,24.0,1.163338489,0.4205085919,0.3207997369,0.33783226165652175,0.1904531607051471,0.0018822544,0.2175991558,0.9438570788000001,0.039240708199999995,
ENSG00000143502,1024,485,ok,21.0,1.5694613492,0.5916662382,0.4049165297,0.42316662217,0.2142001801900761,0.0043215164,0.2242449396,1.3408948932000002,0.0587277354952381,
ENSG00000143653,714,429,ok,22.0,1.9184205488,0.6349397731,0.41107508840000007,0.42700966894285725,0.24234975610056916,0.0048712832,0.1593516221,1.7541976435,0.06606780894090909,
ENSG00000143819,955,454,ok,22.0,2.7040371553,0.8067425611999999,0.5738663993,0.6050397490809524,0.23335342843319545,0.0023963079,0.270053227,2.4315876204,0.09422912793181819,
ENSG00000144115,617,479,ok,22.0,2.2092084895,0.6783230366,0.5391617058000001,0.5828660237666666,0.17067961864719242,0.0090001349,0.4453921568,1.7548161977999999,0.08327916486363636,
ENSG00000144233,450,310,ok,24.0,0.1461136272,0.055591272,0.0310804676,0.03405878046086956,0.15165359128118336,0.0,0.015677288,0.1304363392,0.005164790454166667,
ENSG00000144426,2844,2690,ok,23.0,1.0098585289,0.2953937721,0.21637697370000003,0.23123640390454545,0.25004262020250195,0.0021629321,0.1015547853,0.9061408114999998,0.032928298099999996,
ENSG00000144488,1172,993,ok,22.0,3.5007289267,1.2149036713,1.0464723405,1.0802750025190477,0.26291241140673266,0.0092681471,0.5146902874,2.9767704922,0.11728835649545455,
ENSG00000144644,890,506,ok,24.0,0.8791496233,0.3176283836,0.21411227759999998,0.23602644634782607,0.3315408607080046,2.933e-06,0.1251952022,0.7539514881,0.024486483354166668,
ENSG00000145860,814,659,ok,24.0,1.4307908731,0.43087414100000004,0.346535833,0.3583916304565218,0.258866482491263,2.4833e-06,0.1930397053,1.2377486845,0.044183628025000005,
ENSG00000146090,611,466,ok,23.0,0.9177213516,0.38376107270000004,0.25096216920000003,0.26718591016818183,0.29688045813142655,0.00016448,0.0704763872,0.8470804844,0.028055122447826087,
ENSG00000146215,345,195,ok,23.0,2.4266619411,0.7154593982,0.4115871397,0.4852627885772727,0.16212354376055535,2.2586e-06,0.2573785654,2.1692811171,0.08840186555217391,
ENSG00000146233,699,467,ok,24.0,3.3749201826,0.9585594630999998,0.5119100436,0.5694803326869564,0.197755152978414,0.0044062334,0.2166225783,3.1538913709,0.11281301356666668,
ENSG00000146411,727,610,ok,24.0,1.9498730513,0.5607099037000001,0.3688262766,0.4040347913826087,0.21797966150495102,0.0033724588,0.1883364568,1.7581641357,0.06353501598333333,
ENSG00000146425,338,113,ok,18.0,2.0888477148,1.4316964263999998,0.2488709544,0.35815452311764706,0.015944828416172487,0.0,0.2370621435,1.8517855713,0.11419674424444445,
ENSG00000146476,529,441,ok,23.0,2.822348356,1.1149778521,0.4979461978,0.55266010575,0.23218172792416275,0.0024183168,0.2495741263,2.5703559128999998,0.09421959295217391,
ENSG00000146828,994,913,ok,24.0,1.1970876809,0.482374369,0.3160413635,0.33056327023478266,0.1643696300107836,0.0027019697,0.2217023521,0.9726833591,0.041680117570833335,
ENSG00000147465,453,284,ok,22.0,1.5299366483,0.6479089025,0.40915703890000005,0.43139289166190475,0.2425025110106711,0.0035310637,0.2540939427,1.2723116419000002,0.05267832588181818,
ENSG00000147642,1010,652,ok,24.0,2.4315679343,0.9873689208999998,0.8122777818999999,0.8540513428130434,0.27356932019729835,0.0051164518,0.5646230025,1.8618284799999998,0.07359856447916667,
ENSG00000147677,477,364,ok,21.0,0.9560350027,0.4652111708000001,0.1348280982,0.18018013578,0.13925536138740793,2.3448e-06,0.0931395727,0.8628930851999999,0.03918580966190476,
ENSG00000147679,375,246,ok,24.0,1.2447131472,0.5556584603000001,0.45629269310000004,0.46173451558260875,0.2499347784666832,0.0040421179,0.2921715567,0.9484994725999998,0.0389006684375,
ENSG00000147813,833,533,ok,20.0,2.0329592988000003,0.7466722184000001,0.5412818398,0.5602630874157896,0.2700387867204457,0.0068070003,0.2680427932,1.7581095053000004,0.074199071815,
ENSG00000147912,1193,950,ok,24.0,1.1533628008,0.6281050039,0.5607129177,0.5644080589173913,0.45219993928904245,2.0281e-06,0.1762693157,0.9770914570000001,0.026325508845833335,
ENSG00000148225,628,366,ok,23.0,2.3603283694,0.8847519982000001,0.6261132449,0.6585964310772728,0.2595112883618422,2.3375e-06,0.3023256841,2.0580003478,0.07599115275217391,
ENSG00000148384,822,642,ok,21.0,2.9052354386,1.0168445207999999,0.7726662409,0.7786725725,0.34897033497862,0.0034362288,0.2145514571,2.6872477527000003,0.0900664025904762,
ENSG00000148935,435,313,ok,23.0,0.5801756285,0.3674542621,0.12886002929999998,0.14327488995909088,0.16268455578533492,2.5648e-06,0.0853509682,0.4948220955,0.021121304960869565,
ENSG00000149573,404,208,ok,23.0,2.2204628675,0.7231801289,0.5319503711000001,0.5534957721181818,0.2582677626785398,2.1795e-06,0.2484032567,1.9720574313,0.0716082126347826,
ENSG00000149823,901,779,ok,24.0,1.1140165344,0.7168254320999999,0.2027038486,0.22879534856956518,0.10861036713890986,0.0042856148,0.1306585414,0.9790723782,0.04137594956666666,
ENSG00000152382,517,327,ok,24.0,0.9202842828,0.3283435516,0.11216206249999999,0.13830769082173913,0.0607659292298847,2.4975e-06,0.0818029554,0.8384788298999999,0.03601509805,
ENSG00000152642,440,350,ok,19.0,1.0163712769,0.46407066389999996,0.0709880418,0.11875586373333334,0.057815694063323646,2.3988e-06,0.0523556742,0.9640132039,0.050400477163157896,
ENSG00000153391,428,189,ok,22.0,1.7015608612,0.7256288712,0.3318457574,0.38004985966190474,0.17384964208178863,2.2987e-06,0.1642023162,1.5373562463000001,0.06389750520454546,
ENSG00000153879,482,146,ok,23.0,0.801815418,0.22340547790000004,0.1377604244,0.14063817160909092,0.2691633063608662,2.6841e-06,0.0827705078,0.7190422261,0.02547809256521739,
ENSG00000153975,850,576,ok,24.0,1.8045523378,0.6780742676,0.5637808321000001,0.5705768846000001,0.27113070186508836,0.0068350841,0.3088108034,1.4889064503,0.05480344982916666,
ENSG00000155052,1426,1306,ok,22.0,1.2828201797,0.5165570357,0.3048249014,0.32804166273333335,0.18126704114865116,0.0023801446,0.1570987577,1.1233412774,0.04774032551818182,
ENSG00000155099,572,256,ok,23.0,0.3746904209,0.14036063510000002,0.06854895729999999,0.07669225802272728,0.22261085538202505,2.9147e-06,0.0374868805,0.3372006257,0.012664359382608695,
ENSG00000155189,551,364,ok,24.0,1.9610511286,0.6012034421999999,0.32928209129999997,0.34343694936086955,0.29652861591382373,2.3448e-06,0.1260608919,1.8349878919000002,0.0574809729875,
ENSG00000155363,1404,1002,ok,24.0,2.6262373878,1.4447499517,1.2625188828,1.3017945567869564,0.20533454736616022,2.0012e-06,0.9218624608,1.7043729258,0.08695750510416667,
ENSG00000155792,627,405,ok,24.0,1.3398290797,0.5302767401,0.11780781840000001,0.1757739422,0.09361682456398471,2.2083e-06,0.0699205492,1.2699063222000002,0.05059993899166667,
ENSG00000156467,171,111,ok,16.0,2.6907774207,0.9914989588,0.1912459825,0.3178973693066666,0.09667824328343191,0.0056661371,0.0716143856,2.613496898,0.1519148616625,
ENSG00000157064,729,307,ok,24.0,9.0371743587,8.5191869574,0.035665376,0.4325987922869565,0.023667922041814882,2.5955e-06,0.015504904,9.0216668592,0.36763680085416667,
ENSG00000158715,1000,544,ok,23.0,1.3745918174,0.36401154599999996,0.2399056137,0.26303007937272727,0.2344069754535991,0.0021175355,0.1207402186,1.2517340633,0.04575556117391305,
ENSG00000158747,460,173,ok,23.0,0.6353053801999999,0.25579733709999997,0.1830144192,0.21605963393181818,0.17021653943172446,2.4196e-06,0.1829974642,0.45230549639999995,0.022920256386956522,
ENSG00000159079,688,273,ok,24.0,1.3805725533,0.4622749095,0.20596560340000003,0.24142669456086957,0.16687169156689624,2.795e-06,0.0915376649,1.2890320934,0.04792475316666667,
ENSG00000159335,398,272,ok,13.0,1.0375853451000001,0.47601624730000003,0.1839765726,0.29606868375,0.20999087586284373,2.8016e-06,0.1839653662,0.8536171773000001,0.06305399151538461,
ENSG00000160049,431,318,ok,21.0,4.6174471639,1.5210125636999998,0.5680462177,0.6863878824999999,0.12806025490079784,0.0071973483,0.2763463067,4.3339035089,0.19172074776666664,
ENSG00000160075,420,191,ok,23.0,2.3221729226,0.7701126993999999,0.16480209310000002,0.2694799124136364,0.09701324333235509,0.0,0.1575242927,2.1646486299000003,0.09116919112173914,
ENSG00000160111,2026,1784,ok,17.0,1.5663565274,0.7410553646,0.49999625319999996,0.5270783233125,0.3518866109077384,0.0063793858,0.1082441589,1.4517329826999998,0.05971627279411765,
ENSG00000160888,329,219,ok,19.0,2.3031319503,1.2087997345,0.8985437612,0.9174069163888888,0.36397795553607193,0.0049696237,0.3732595182,1.9249028084,0.07709698377368421,
ENSG00000161031,687,605,ok,23.0,5.5710051034,1.6989801857000002,1.1269563005,1.1304005135318183,0.21930263886392262,0.055187053,0.424281129,5.0915369214,0.18909865143913043,
ENSG00000161618,1003,802,ok,23.0,3.0118348329,1.0318640886,0.7654528487000001,0.8100356207272728,0.1987182594683378,0.0140245002,0.4837146889,2.5140956437999997,0.10492731552608695,
ENSG00000161654,356,189,ok,22.0,1.8543447481,1.3762460148999998,0.07934737539999999,0.1897681417333333,0.0793927720025342,0.0,0.0743506175,1.7799941306,0.07759650810454545,
ENSG00000161980,171,101,ok,19.0,0.5411921105,0.39185142339999995,0.042391826,0.060206419700000006,0.03897300661037629,0.0104801988,0.0214007882,0.5093111235000001,0.027373696147368422,
ENSG00000162191,620,296,ok,24.0,1.4975589093,0.5202421044000001,0.5202421044000001,0.38625366576086956,0.30340227771899914,0.0839638207,0.1322601434,1.2813349452,0.043466505216666666,
ENSG00000162384,432,159,ok,24.0,1.5724227705,0.8553284151,0.233819827,0.2646741724695652,0.08868454280629486,2.5455e-06,0.122605032,1.449815193,0.05970721566666667,
ENSG00000162670,781,741,ok,23.0,0.434668796,0.1991694217,0.050705159500000006,0.06467228675454545,0.14894900599213934,0.0014041117,0.0222932069,0.41097147740000006,0.016083709169565218,
ENSG00000163235,536,159,ok,24.0,4.2265093374000005,1.3213807888,0.7984206493,0.7198926880782608,0.09494600611644681,0.1026201336,0.3796107436,3.7442784602000003,0.1593841315,
ENSG00000163462,955,748,ok,24.0,0.7817912079,0.48186750300000003,0.2927488462,0.3111088757130435,0.0857430179856593,2.3064e-06,0.2738081626,0.5079807389,0.029781586262500003,
ENSG00000163719,847,648,ok,24.0,0.8392092416,0.3025374386,0.22793911590000002,0.2309254231347826,0.27998591942579487,0.004914522,0.1077464418,0.7265482778,0.025176769604166666,
ENSG00000163728,808,762,ok,24.0,1.4441203912,0.5166301008,0.4014188098,0.4309097361043478,0.26202094410257226,2.2824e-06,0.236247732,1.2078703767999999,0.0444054417875,
ENSG00000163870,887,363,ok,24.0,4.7171155005,2.6611586163,0.2206782715,0.3988455870826087,0.05271586171117541,2.3486e-06,0.0984607402,4.6186524117,0.18618536217083334,
ENSG00000163930,977,694,ok,21.0,1.0088968538,0.48585118279999995,0.2695203016,0.280462176025,0.21617178929495834,0.0035624165,0.1260968341,0.8792376032,0.037657229319047615,
ENSG00000163933,588,539,ok,24.0,1.6795130674,0.4791388408999999,0.3802362113,0.41202797100434785,0.2850626937610929,0.0020918127,0.1265992754,1.5508219793,0.050031106175,
ENSG00000163946,1844,1675,ok,23.0,1.5978638796,0.7862351899,0.6285357395000001,0.6484213787954546,0.21158047078743167,0.0025318337,0.5499017586,1.0454302872999999,0.054773351639130434,
ENSG00000164080,1725,1465,ok,24.0,0.967465142,0.4728856871,0.2809116148,0.2957072777869565,0.29768397629772175,0.0007455536,0.0528287999,0.9138907885,0.028311094650000004,
ENSG00000164342,975,903,ok,23.0,2.8865832923,1.2000950401,1.0656605725000001,1.0946234166,0.22745210895226242,0.0023109721,0.820993372,2.0632789482,0.0969575580347826,
ENSG00000164548,484,279,ok,22.0,0.7577641162000001,0.6653135630000001,0.0162219774,0.05094656376190477,0.02669846337070454,0.0,2.7565e-06,0.7577613597,0.033524226304545456,
ENSG00000164761,473,390,ok,24.0,1.668245639,0.6596043694000001,0.5549574782000001,0.5860285443913044,0.21578349230139962,0.0054777746,0.4268826443,1.2358852201,0.05451107370833334,
ENSG00000164880,2594,2184,ok,23.0,1.0776481633,0.32669402290000005,0.2078523336,0.21228401035454547,0.3277973933702709,0.0023323497,0.057977653,1.0173381605999998,0.031495561060869565,
ENSG00000164935,671,455,ok,24.0,3.2092624593,1.0131486616,0.7318772454,0.7818322924913043,0.2464516720681412,0.00456454,0.3771005984,2.8275973209,0.10076393167083332,
ENSG00000164961,1350,1159,ok,24.0,0.6863882425,0.36368627060000003,0.23358066700000002,0.24941677692173916,0.12580202289814135,2.6848e-06,0.2105344858,0.4758510719,0.025001633879166665,
ENSG00000164975,551,408,ok,23.0,2.691595609,0.9918360657999999,0.7692183741999999,0.8306942257318181,0.23220483924485402,2.1994e-06,0.5924277102,2.0991656994000003,0.0898519166652174,
ENSG00000165124,4012,3569,ok,24.0,1.7026160023,0.48751645490000006,0.4139493334,0.4052891689347826,0.29445524400261297,0.0037337516,0.1808417382,1.5180405125,0.050052991329166664,
ENSG00000165282,1361,1087,ok,24.0,2.1976481188,1.0174956741,0.8919111297,0.9225603063434783,0.2789597199185608,0.0023276954,0.580023218,1.6152972054,0.06602470062916667,
ENSG00000165724,352,211,ok,24.0,0.8325234307,0.5260273401,0.06879893740000001,0.0982223475,0.11004803747441243,0.0,0.0370327909,0.7954906398,0.030871077541666667,
ENSG00000165929,635,488,ok,24.0,1.4746686183,0.44916463560000003,0.35603507170000004,0.3833595531782609,0.2534785738716767,0.008307573,0.2051192645,1.2612417808,0.045869655,
ENSG00000166192,309,212,ok,21.0,0.9977551551,0.39502717559999995,0.30555314629999997,0.317263307175,0.206160022174362,0.0092635586,0.1641738801,0.8243177164000001,0.037717044295238096,
ENSG00000166342,590,532,ok,24.0,0.5596363415,0.2070251701,0.14515420069999999,0.15435742184782605,0.17995339175091796,0.0020221836,0.1101405452,0.4474736127,0.019121995154166665,
ENSG00000166780,705,203,ok,24.0,1.8049033615,0.9826749771000001,0.6545738837,0.7046401650826087,0.05858980865995799,2.2087e-06,0.644121163,1.1607799898,0.0707981007875,
ENSG00000166889,1133,766,ok,24.0,0.8329986129,0.286232836,0.1831171776,0.20216484836086954,0.20655526448116132,0.0028662481,0.0849303504,0.7452020144,0.027539098504166665,
ENSG00000167085,360,267,ok,24.0,1.7608256786,1.2758572855,0.020693863199999996,0.09606564556521739,0.008294122057336062,0.0,0.0101383393,1.7506873393,0.07275921564583333,
